city,temperature_c,humidity_percent,wind_speed_kmh,rainfall_mm,cloud_cover_percent,condition,play_cricket
Hyderabad,30.8,36,18.3,0.9,57,Cloudy,Yes
Kolkata,23.6,39,10.6,0.6,39,Sunny,Yes
Delhi,24.7,91,22.5,1.0,88,Overcast,No
Hyderabad,29.1,79,12.4,0.0,33,Sunny,Yes
Chennai,31.5,91,18.1,2.5,63,Cloudy,No
Chennai,25.1,83,10.9,4.1,39,Sunny,No
Delhi,41.1,50,10.3,0.4,56,Cloudy,Yes
Delhi,29.0,49,24.8,0.0,48,Cloudy,Yes
Kolkata,39.3,35,7.6,0.0,36,Sunny,Yes
Mumbai,32.8,78,12.6,0.6,7,Sunny,Yes
Delhi,22.8,98,28.2,4.2,39,Sunny,No
Ahmedabad,23.9,77,15.4,2.0,57,Cloudy,Yes
Delhi,23.5,57,19.8,0.5,43,Cloudy,Yes
Ahmedabad,32.6,84,19.9,0.0,56,Cloudy,Yes
Kolkata,28.8,82,16.5,0.0,34,Sunny,Yes
Delhi,31.7,56,17.2,0.0,52,Cloudy,Yes
Lucknow,29.6,63,11.8,0.8,53,Cloudy,Yes
Lucknow,33.0,90,6.6,1.7,55,Cloudy,No
Chennai,35.7,92,10.4,0.0,63,Cloudy,No
Bengaluru,29.4,42,5.1,6.0,66,Rainy,No
Bengaluru,22.5,52,29.0,0.4,37,Sunny,Yes
Ahmedabad,17.5,71,23.5,0.2,14,Sunny,No
Jaipur,30.5,51,18.8,4.6,44,Cloudy,No
Mumbai,37.7,91,8.2,5.2,100,Rainy,No
Lucknow,32.4,77,13.6,4.1,88,Overcast,No
Pune,29.3,91,13.0,0.0,42,Cloudy,Yes
Kolkata,24.7,55,15.2,0.0,47,Cloudy,Yes
Pune,30.3,97,13.5,1.7,84,Overcast,No
Bengaluru,38.9,72,12.7,0.2,44,Cloudy,Yes
Hyderabad,40.1,76,12.6,6.2,54,Rainy,No
Bengaluru,31.1,38,8.2,2.5,63,Cloudy,Yes
Kolkata,22.9,45,32.1,6.5,100,Rainy,No
Ahmedabad,19.3,45,7.4,1.1,47,Cloudy,No
Jaipur,28.7,30,21.4,1.4,40,Cloudy,No
Ahmedabad,18.2,44,27.3,2.2,66,Cloudy,No
Hyderabad,38.3,63,25.6,8.7,61,Rainy,No
Pune,20.8,43,14.6,3.2,47,Cloudy,No
Hyderabad,28.0,49,12.5,3.7,77,Overcast,No
Kolkata,30.8,49,23.8,7.7,67,Rainy,No
Kolkata,24.5,62,10.3,1.0,48,Cloudy,Yes
Lucknow,38.4,56,16.2,3.8,61,Cloudy,No
Bengaluru,23.3,72,11.5,1.2,76,Overcast,Yes
Kolkata,22.1,49,8.4,6.1,91,Rainy,No
Hyderabad,21.5,87,22.1,1.4,23,Sunny,No
Kolkata,26.7,93,18.0,0.0,51,Cloudy,Yes
Delhi,32.6,93,22.4,0.0,60,Cloudy,No
Chennai,33.3,80,11.6,0.0,27,Sunny,Yes
Mumbai,17.2,31,24.2,0.0,17,Sunny,No
Lucknow,31.0,49,7.3,0.3,51,Cloudy,Yes
Bengaluru,29.5,32,19.8,1.9,64,Cloudy,Yes
Bengaluru,30.3,50,20.8,0.4,48,Cloudy,Yes
Ahmedabad,30.6,69,9.7,9.3,100,Rainy,No
Bengaluru,32.4,36,15.4,0.0,65,Cloudy,Yes
Bengaluru,34.6,50,17.3,0.0,30,Sunny,Yes
Hyderabad,40.0,74,3.9,10.4,100,Rainy,No
Mumbai,28.9,44,21.6,0.8,37,Sunny,Yes
Pune,24.9,47,25.6,2.9,42,Cloudy,No
Delhi,31.3,95,9.2,0.0,63,Cloudy,Yes
Pune,31.7,47,22.3,0.0,51,Cloudy,Yes
Pune,31.9,42,22.4,3.2,69,Cloudy,No
Mumbai,27.7,47,25.4,3.4,59,Cloudy,No
Hyderabad,36.0,47,11.0,10.0,95,Rainy,No
Pune,27.0,48,27.4,0.0,39,Sunny,Yes
Pune,39.3,43,18.4,2.4,49,Cloudy,No
Mumbai,33.4,61,24.3,2.0,37,Sunny,No
Chennai,32.2,71,17.1,1.0,4,Sunny,Yes
Kolkata,43.0,48,27.4,4.0,70,Cloudy,No
Ahmedabad,20.4,46,15.1,0.0,12,Sunny,Yes
Bengaluru,31.3,95,21.5,4.4,99,Overcast,No
Lucknow,38.9,50,10.9,0.0,57,Cloudy,Yes
Jaipur,36.4,90,10.0,0.7,38,Sunny,No
Chennai,25.1,39,10.6,1.8,65,Cloudy,Yes
Hyderabad,35.5,93,21.3,10.3,71,Rainy,No
Lucknow,38.9,77,28.3,2.7,38,Sunny,No
Mumbai,30.0,97,9.5,0.7,41,Cloudy,Yes
Mumbai,36.5,77,5.8,3.2,84,Overcast,No
Mumbai,32.4,93,13.9,3.8,56,Cloudy,No
Jaipur,26.1,90,19.7,7.0,89,Rainy,No
Chennai,34.3,85,32.1,2.1,40,Cloudy,No
Bengaluru,33.6,79,12.6,1.6,37,Sunny,Yes
Hyderabad,35.1,94,25.3,0.0,65,Cloudy,No
Ahmedabad,31.9,79,18.7,1.9,34,Sunny,Yes
Lucknow,33.3,56,3.9,1.7,19,Sunny,Yes
Kolkata,32.2,91,17.6,0.0,9,Sunny,Yes
Ahmedabad,32.6,47,11.9,4.6,50,Cloudy,No
Lucknow,40.9,47,5.7,5.2,43,Rainy,No
Mumbai,38.5,97,11.7,0.2,80,Overcast,No
Pune,22.1,60,12.6,1.0,21,Sunny,Yes
Chennai,23.3,58,6.0,0.6,41,Cloudy,Yes
Ahmedabad,23.0,55,23.4,3.0,51,Cloudy,No
Mumbai,29.5,59,7.3,1.5,47,Cloudy,Yes
Ahmedabad,24.1,71,30.7,0.0,89,Overcast,No
Hyderabad,17.2,31,5.4,4.7,66,Cloudy,No
Kolkata,37.5,79,10.0,1.4,23,Sunny,No
Pune,36.0,67,11.0,0.0,65,Cloudy,Yes
Ahmedabad,31.9,39,15.9,1.0,72,Cloudy,Yes
Chennai,36.6,81,19.3,3.0,49,Cloudy,No
Lucknow,22.0,50,5.9,2.2,35,Sunny,Yes
Kolkata,34.9,70,29.4,0.0,30,Sunny,Yes
Hyderabad,18.2,75,15.6,4.5,100,Overcast,No
Pune,37.2,70,9.8,0.0,22,Sunny,Yes
Kolkata,34.3,97,23.5,4.1,100,Overcast,No
Lucknow,28.6,83,21.1,2.3,61,Cloudy,No
Pune,30.6,90,27.3,0.0,46,Cloudy,No
Bengaluru,30.7,67,12.9,1.8,62,Cloudy,Yes
Kolkata,43.7,61,11.2,5.4,64,Rainy,No
Delhi,28.7,96,5.4,0.0,48,Cloudy,Yes
Delhi,35.6,60,10.0,0.1,58,Cloudy,Yes
Lucknow,25.6,38,10.8,0.6,23,Sunny,Yes
Pune,23.9,73,20.0,1.6,49,Cloudy,Yes
Lucknow,24.8,50,12.1,2.4,62,Cloudy,Yes
Pune,38.1,60,17.7,5.6,93,Rainy,No
Chennai,35.8,59,22.7,1.5,55,Cloudy,No
Pune,24.8,60,9.2,3.8,78,Overcast,No
Kolkata,30.8,78,12.9,0.0,21,Sunny,Yes
Pune,23.4,77,16.5,3.0,62,Cloudy,No
Lucknow,30.1,48,23.3,2.7,56,Cloudy,No
Bengaluru,24.9,76,30.1,1.5,36,Sunny,No
Lucknow,20.7,90,21.6,5.3,72,Rainy,No
Hyderabad,31.8,86,19.8,0.0,24,Sunny,Yes
Ahmedabad,26.2,74,23.8,0.0,40,Cloudy,Yes
Hyderabad,34.8,31,18.9,0.0,82,Overcast,Yes
Mumbai,24.9,96,26.7,7.2,100,Rainy,No
Mumbai,38.6,83,17.1,0.4,62,Cloudy,No
Mumbai,27.7,92,12.2,4.3,100,Overcast,No
Hyderabad,33.6,85,4.9,5.7,63,Rainy,No
Jaipur,33.3,89,19.1,0.7,53,Cloudy,Yes
Pune,24.6,61,12.7,4.4,72,Cloudy,No
Kolkata,28.5,82,10.5,1.4,67,Cloudy,No
Jaipur,26.2,92,12.1,1.3,19,Sunny,No
Chennai,30.0,77,11.5,2.1,11,Sunny,Yes
Mumbai,30.4,70,17.4,8.6,100,Rainy,No
Bengaluru,21.6,59,14.3,0.0,53,Cloudy,Yes
Chennai,35.5,94,16.5,0.7,27,Sunny,No
Hyderabad,31.4,90,18.9,2.3,84,Overcast,No
Hyderabad,31.8,46,10.7,1.5,47,Cloudy,Yes
Bengaluru,30.6,88,5.6,1.6,70,Cloudy,No
Hyderabad,31.3,51,10.3,8.5,100,Rainy,No
Pune,33.9,31,30.7,0.0,60,Cloudy,Yes
Hyderabad,27.2,54,10.8,0.4,55,Cloudy,Yes
Pune,41.1,62,10.8,4.6,39,Sunny,No
Chennai,34.3,33,10.2,3.8,73,Cloudy,No
Mumbai,27.2,73,24.8,0.0,19,Sunny,Yes
Mumbai,28.6,37,13.8,0.0,80,Overcast,Yes
Ahmedabad,24.3,74,22.3,1.4,13,Sunny,No
Jaipur,29.9,52,5.5,0.2,54,Cloudy,Yes
Pune,31.5,96,19.6,0.0,52,Cloudy,Yes
Mumbai,30.7,38,9.3,0.7,23,Sunny,Yes
Lucknow,25.7,69,6.8,0.1,0,Sunny,Yes
Kolkata,31.2,31,5.1,0.0,54,Cloudy,Yes
Ahmedabad,29.3,57,22.2,0.3,66,Cloudy,Yes
Chennai,29.9,61,12.9,0.0,100,Overcast,Yes
Delhi,29.2,79,7.1,3.5,48,Cloudy,No
Kolkata,20.8,38,17.3,7.1,50,Rainy,No
Jaipur,40.0,49,6.7,4.2,61,Cloudy,No
Kolkata,27.8,73,11.6,0.0,23,Sunny,Yes
Chennai,28.3,93,7.2,3.1,38,Sunny,No
Lucknow,42.2,75,32.4,5.7,82,Rainy,No
Delhi,33.5,79,5.2,0.4,16,Sunny,Yes
Chennai,30.0,52,9.2,0.0,58,Cloudy,Yes
Delhi,21.5,80,2.7,0.6,74,Cloudy,Yes
Hyderabad,34.2,53,24.6,0.8,23,Sunny,Yes
Jaipur,27.4,51,17.0,0.0,37,Sunny,Yes
Bengaluru,21.2,68,12.3,2.0,89,Overcast,No
Jaipur,39.4,30,18.9,0.0,30,Sunny,Yes
Chennai,31.5,70,12.8,2.9,6,Sunny,Yes
Jaipur,34.8,58,20.0,0.6,20,Sunny,Yes
Bengaluru,40.0,82,10.7,3.3,100,Overcast,No
Ahmedabad,17.7,69,17.3,0.0,44,Cloudy,Yes
Delhi,30.5,90,18.9,0.0,16,Sunny,Yes
Mumbai,30.6,33,10.7,0.4,62,Cloudy,Yes
Bengaluru,39.6,73,8.3,1.4,87,Overcast,No
Mumbai,34.2,33,8.6,1.0,75,Overcast,Yes
Delhi,32.2,78,15.7,0.0,82,Overcast,Yes
Chennai,20.0,78,8.8,1.3,45,Cloudy,Yes
Chennai,27.8,35,10.0,2.6,71,Cloudy,Yes
Bengaluru,25.4,35,7.8,6.6,100,Rainy,No
Mumbai,34.5,38,10.6,0.2,73,Cloudy,Yes
Mumbai,33.6,54,8.5,3.5,50,Cloudy,No
Mumbai,28.2,83,9.1,0.0,62,Cloudy,Yes
Hyderabad,28.0,95,11.6,0.0,29,Sunny,Yes
Chennai,29.9,77,18.8,1.7,45,Cloudy,Yes
Hyderabad,31.1,79,12.6,0.2,84,Overcast,Yes
Ahmedabad,28.9,70,9.9,6.0,90,Rainy,No
Jaipur,34.9,55,13.9,2.4,81,Overcast,Yes
Kolkata,30.1,54,24.6,0.0,76,Overcast,Yes
Pune,28.4,58,11.7,0.0,41,Cloudy,Yes
Kolkata,31.2,83,10.7,0.6,32,Sunny,Yes
Delhi,31.9,39,2.7,2.2,69,Cloudy,Yes
Kolkata,20.7,93,20.5,3.4,62,Cloudy,No
Kolkata,25.2,30,14.6,3.0,37,Sunny,No
Delhi,29.4,88,14.9,0.0,40,Cloudy,Yes
Pune,32.9,73,23.5,1.5,24,Sunny,No
Ahmedabad,28.7,33,1.5,1.0,27,Sunny,Yes
Jaipur,37.8,43,23.8,2.2,41,Cloudy,No
Chennai,32.8,50,7.2,0.6,73,Cloudy,Yes
Bengaluru,20.4,76,15.8,2.5,72,Cloudy,Yes
Pune,33.1,91,8.7,0.9,50,Cloudy,Yes
Delhi,32.2,45,6.5,1.1,30,Sunny,Yes
Pune,24.5,58,6.5,0.0,43,Cloudy,Yes
Pune,26.1,67,8.7,0.4,94,Overcast,Yes
Jaipur,28.3,47,8.0,1.1,61,Cloudy,Yes
Hyderabad,28.8,32,15.9,1.6,43,Cloudy,Yes
Lucknow,27.6,53,27.4,0.0,48,Cloudy,Yes
Ahmedabad,35.9,46,22.9,0.0,32,Sunny,No
Chennai,31.0,85,22.4,2.2,52,Cloudy,No
Pune,29.6,51,26.6,5.2,82,Rainy,No
Kolkata,31.4,57,11.6,0.2,40,Cloudy,Yes
Mumbai,33.6,43,12.7,1.5,61,Cloudy,Yes
Mumbai,31.1,47,10.7,0.0,16,Sunny,Yes
Lucknow,31.4,45,22.1,0.0,33,Sunny,Yes
Bengaluru,28.9,89,27.3,0.0,7,Sunny,No
Hyderabad,32.2,35,10.0,0.7,50,Cloudy,Yes
Delhi,24.7,47,14.5,0.6,79,Overcast,Yes
Hyderabad,25.3,92,21.5,3.2,53,Cloudy,No
Delhi,34.7,79,12.3,3.8,51,Cloudy,No
Bengaluru,23.9,90,5.2,0.0,60,Cloudy,Yes
Kolkata,35.6,65,6.8,3.8,75,Overcast,No
Jaipur,21.1,84,10.1,4.2,84,Overcast,No
Lucknow,33.2,30,10.8,1.2,74,Cloudy,Yes
Kolkata,36.7,74,3.9,0.0,31,Sunny,Yes
Mumbai,32.3,34,17.1,5.0,67,Rainy,No
Jaipur,17.4,96,24.4,2.2,74,Cloudy,No
Lucknow,31.3,55,14.1,2.3,58,Cloudy,Yes
Mumbai,35.6,91,26.8,2.4,70,Cloudy,No
Chennai,31.6,48,21.1,1.3,35,Sunny,No
Bengaluru,36.3,56,11.3,0.0,92,Overcast,No
Mumbai,31.4,64,19.6,0.3,51,Cloudy,Yes
Hyderabad,37.7,38,24.1,0.7,50,Cloudy,No
Mumbai,37.9,91,5.4,5.2,73,Rainy,No
Kolkata,27.6,93,3.8,0.0,53,Cloudy,Yes
Jaipur,25.9,76,29.7,5.8,59,Rainy,No
Pune,32.6,84,15.9,1.2,61,Cloudy,No
Kolkata,39.0,37,9.7,6.4,61,Rainy,No
Jaipur,34.4,33,8.8,0.4,37,Sunny,Yes
Bengaluru,35.6,44,8.5,2.3,76,Overcast,No
Chennai,33.8,30,5.8,6.8,77,Rainy,No
Jaipur,33.6,57,11.8,1.9,47,Cloudy,Yes
Kolkata,39.7,98,30.9,0.0,71,Cloudy,No
Bengaluru,35.6,91,6.6,1.3,32,Sunny,No
Hyderabad,41.1,37,19.9,3.5,77,Overcast,No
Bengaluru,30.8,94,5.3,0.0,65,Cloudy,Yes
Hyderabad,25.3,94,11.2,0.0,37,Sunny,Yes
Ahmedabad,32.8,54,8.0,0.0,48,Cloudy,Yes
Lucknow,30.7,42,12.6,2.9,57,Cloudy,Yes
Mumbai,20.0,59,13.7,4.7,100,Overcast,No
Ahmedabad,33.4,48,21.2,0.0,36,Sunny,Yes
Ahmedabad,29.9,76,12.4,1.2,87,Overcast,No
Hyderabad,37.4,92,22.0,1.4,89,Overcast,No
Kolkata,31.0,65,13.0,3.3,30,Sunny,No
Jaipur,28.1,98,10.7,1.7,47,Cloudy,No
Jaipur,27.4,91,14.9,0.1,44,Cloudy,Yes
Chennai,34.1,77,15.2,6.3,100,Rainy,No
Delhi,34.1,91,4.0,0.0,23,Sunny,Yes
Pune,32.6,82,7.3,4.0,76,Overcast,No
Chennai,26.9,42,3.7,0.7,56,Cloudy,Yes
Jaipur,27.4,97,11.5,0.5,70,Cloudy,Yes
Chennai,23.3,72,25.4,2.9,41,Cloudy,No
Mumbai,31.6,46,18.7,0.0,44,Cloudy,Yes
Chennai,33.7,82,31.2,0.0,52,Cloudy,No
Jaipur,36.8,60,29.2,2.5,85,Overcast,No
Chennai,27.8,59,5.6,7.2,73,Rainy,No
Kolkata,34.8,31,21.2,5.3,70,Rainy,No
Mumbai,24.8,33,6.5,3.7,53,Cloudy,No
Delhi,22.4,93,25.2,1.0,15,Sunny,No
Jaipur,21.7,73,11.6,0.0,64,Cloudy,Yes
Delhi,26.3,86,28.0,0.2,53,Cloudy,No
Pune,21.7,50,13.4,0.0,51,Cloudy,Yes
Bengaluru,28.9,85,21.6,7.0,79,Rainy,No
Hyderabad,31.6,49,7.7,1.3,12,Sunny,Yes
Hyderabad,34.9,43,33.1,0.0,81,Overcast,Yes
Ahmedabad,29.7,73,22.8,2.6,47,Cloudy,No
Chennai,34.4,69,4.8,0.0,4,Sunny,Yes
Ahmedabad,36.0,50,20.9,3.8,44,Cloudy,No
Lucknow,27.1,30,23.0,0.0,63,Cloudy,Yes
Pune,28.9,80,12.8,0.2,45,Cloudy,Yes
Ahmedabad,42.0,47,7.4,0.8,46,Cloudy,Yes
Chennai,37.3,65,25.9,2.4,44,Cloudy,No
Jaipur,20.2,52,13.2,3.1,53,Cloudy,No
Ahmedabad,20.6,41,14.4,0.0,28,Sunny,Yes
Lucknow,30.5,90,18.2,8.5,100,Rainy,No
Chennai,20.8,37,4.9,0.0,25,Sunny,Yes
Ahmedabad,22.1,81,14.2,3.8,59,Cloudy,No
Ahmedabad,29.9,97,27.7,1.0,65,Cloudy,No
Hyderabad,40.3,82,19.6,1.0,82,Overcast,No
Hyderabad,27.5,75,5.3,0.0,19,Sunny,Yes
Lucknow,32.4,38,23.3,0.6,26,Sunny,Yes
Delhi,28.0,84,22.9,5.9,89,Rainy,No
Hyderabad,28.2,95,25.0,3.9,45,Cloudy,No
Chennai,29.8,51,9.4,1.7,89,Overcast,No
Mumbai,30.6,39,20.5,0.0,17,Sunny,Yes
Pune,40.5,91,16.8,2.2,62,Cloudy,No
Chennai,25.2,42,10.3,0.2,61,Cloudy,Yes
Lucknow,28.7,33,15.1,1.0,58,Cloudy,Yes
Chennai,35.8,36,11.3,1.8,38,Sunny,No
Pune,26.2,73,8.0,9.8,100,Rainy,No
Jaipur,21.6,72,19.2,4.1,88,Overcast,No
Hyderabad,34.5,56,18.2,3.4,82,Overcast,No
Jaipur,27.4,91,17.3,0.7,50,Cloudy,Yes
Delhi,23.9,37,19.0,7.8,88,Rainy,No
Chennai,33.3,83,3.9,1.4,61,Cloudy,No
Hyderabad,38.6,66,16.2,6.4,68,Rainy,No
Ahmedabad,39.5,65,9.9,0.0,43,Cloudy,Yes
Lucknow,40.6,37,33.2,7.6,73,Rainy,No
Lucknow,26.0,68,7.0,0.0,23,Sunny,Yes
Kolkata,33.0,59,24.2,0.0,29,Sunny,Yes
Hyderabad,30.5,86,12.5,0.9,41,Cloudy,Yes
Delhi,28.7,85,13.6,8.3,69,Rainy,No
Ahmedabad,32.1,72,8.2,0.0,0,Sunny,Yes
Pune,35.3,80,13.9,0.0,21,Sunny,Yes
Mumbai,39.1,89,30.0,0.0,10,Sunny,No
Jaipur,26.5,74,22.1,2.5,52,Cloudy,No
Delhi,27.9,91,2.9,1.1,49,Cloudy,No
Mumbai,25.6,42,17.1,4.2,88,Overcast,No
Jaipur,33.4,30,28.5,6.6,68,Rainy,No
Ahmedabad,26.8,74,26.2,1.4,25,Sunny,No
Lucknow,29.9,49,8.4,4.1,58,Cloudy,No
Hyderabad,32.1,56,21.1,3.4,71,Cloudy,No
Hyderabad,23.1,51,6.6,0.0,45,Cloudy,Yes
Chennai,36.6,54,6.9,0.0,37,Sunny,Yes
Delhi,26.0,50,14.7,4.8,66,Cloudy,No
Jaipur,34.8,48,11.1,0.0,61,Cloudy,Yes
Pune,30.8,33,16.8,0.4,54,Cloudy,Yes
Ahmedabad,22.9,40,8.3,0.7,51,Cloudy,Yes
Mumbai,33.4,56,3.9,0.0,34,Sunny,Yes
Kolkata,29.6,67,13.8,0.0,100,Overcast,Yes
Chennai,33.0,67,17.5,0.1,25,Sunny,Yes
Bengaluru,29.4,30,13.0,0.1,48,Cloudy,Yes
Kolkata,20.2,75,12.6,5.2,86,Rainy,No
Chennai,34.3,40,24.6,0.3,60,Cloudy,Yes
Hyderabad,29.7,43,8.0,0.6,20,Sunny,Yes
Delhi,19.9,77,13.6,10.9,100,Rainy,No
Bengaluru,29.5,60,10.4,1.1,88,Overcast,No
Chennai,21.5,68,27.3,1.2,51,Cloudy,No
Lucknow,23.5,75,17.7,0.3,9,Sunny,Yes
Kolkata,35.0,68,16.1,7.1,100,Rainy,No
Hyderabad,34.4,98,9.6,1.3,72,Cloudy,No
Ahmedabad,31.8,48,7.6,0.0,51,Cloudy,Yes
Mumbai,25.4,72,18.6,0.7,76,Overcast,Yes
Pune,31.0,64,9.4,0.0,30,Sunny,Yes
Delhi,26.5,47,23.3,0.0,17,Sunny,Yes
Pune,30.6,90,6.2,0.6,49,Cloudy,Yes
Chennai,27.9,86,25.0,0.0,64,Cloudy,No
Pune,30.0,90,17.2,3.0,75,Overcast,No
Ahmedabad,28.8,60,10.9,4.7,56,Cloudy,No
Pune,42.3,69,20.4,6.2,87,Rainy,No
Bengaluru,33.6,84,17.5,0.0,7,Sunny,Yes
Kolkata,30.3,55,20.4,0.0,42,Cloudy,Yes
Delhi,34.2,88,9.3,0.5,65,Cloudy,Yes
Lucknow,25.4,51,25.4,18.4,100,Rainy,No
Pune,36.9,50,8.2,0.0,32,Sunny,Yes
Jaipur,33.2,81,10.9,10.2,100,Rainy,No
Mumbai,30.2,32,19.6,2.4,60,Cloudy,Yes
Bengaluru,33.2,33,10.1,1.8,26,Sunny,Yes
Jaipur,35.6,62,18.9,0.9,33,Sunny,Yes
Hyderabad,38.0,65,6.6,0.8,85,Overcast,No
Lucknow,27.0,32,14.1,4.6,49,Cloudy,No
Bengaluru,34.3,60,7.1,0.2,64,Cloudy,Yes
Mumbai,25.7,85,4.5,0.0,81,Overcast,Yes
Bengaluru,32.2,77,1.7,0.6,93,Overcast,Yes
Bengaluru,22.6,89,6.0,5.8,75,Rainy,No
Kolkata,21.5,62,15.7,0.0,68,Cloudy,Yes
Ahmedabad,24.9,35,10.2,1.0,61,Cloudy,Yes
Delhi,31.4,35,14.7,9.8,100,Rainy,No
Jaipur,32.2,78,14.6,6.2,72,Rainy,No
Kolkata,24.4,84,5.9,0.5,26,Sunny,Yes
Lucknow,30.7,52,8.4,3.8,30,Sunny,No
Kolkata,28.9,30,15.2,0.0,66,Cloudy,Yes
Mumbai,39.9,58,6.1,2.7,41,Cloudy,No
Bengaluru,37.9,38,8.7,1.0,21,Sunny,No
Hyderabad,25.0,46,9.1,0.0,59,Cloudy,Yes
Ahmedabad,25.1,69,28.5,5.1,57,Rainy,No
Lucknow,26.2,59,22.3,2.4,80,Overcast,No
Jaipur,20.0,71,22.2,3.7,64,Cloudy,No
Bengaluru,37.0,79,4.1,0.9,55,Cloudy,Yes
Mumbai,31.6,90,16.3,11.1,100,Rainy,No
Chennai,35.0,61,10.7,4.4,41,Cloudy,No
Chennai,35.0,93,11.1,1.0,71,Cloudy,No
Mumbai,31.8,37,8.6,2.2,68,Cloudy,Yes
Pune,19.6,87,21.4,0.4,44,Cloudy,No
Chennai,28.2,48,18.5,0.8,46,Cloudy,Yes
Jaipur,16.4,80,18.5,6.9,63,Rainy,No
Pune,25.8,84,17.8,0.0,33,Sunny,Yes
Jaipur,27.3,76,19.6,1.6,55,Cloudy,Yes
Hyderabad,30.4,58,24.7,6.3,80,Rainy,No
Mumbai,31.5,92,17.4,0.0,45,Cloudy,Yes
Pune,29.3,45,13.5,0.9,15,Sunny,Yes
Delhi,29.8,41,10.0,3.0,59,Cloudy,No
Ahmedabad,24.0,88,13.2,0.6,47,Cloudy,Yes
Ahmedabad,32.4,81,23.1,1.1,50,Cloudy,No
Hyderabad,26.6,95,10.5,3.5,51,Cloudy,No
Delhi,31.4,73,6.9,1.3,87,Overcast,No
Lucknow,32.9,48,4.8,3.1,11,Sunny,No
Pune,23.9,76,1.8,7.2,83,Rainy,No
Pune,35.6,81,19.3,1.3,37,Sunny,No
Hyderabad,31.5,43,17.0,2.3,65,Cloudy,Yes
Jaipur,26.0,40,19.0,0.0,22,Sunny,Yes
Ahmedabad,34.3,93,9.0,0.8,32,Sunny,Yes
Kolkata,33.6,51,25.7,3.4,66,Cloudy,No
Chennai,27.5,61,8.6,2.0,59,Cloudy,Yes
Lucknow,25.3,57,4.7,0.9,51,Cloudy,Yes
Pune,40.1,55,7.9,0.0,76,Overcast,Yes
Pune,27.5,59,8.5,0.6,58,Cloudy,Yes
Ahmedabad,30.5,43,5.0,1.8,69,Cloudy,Yes
Mumbai,36.3,61,29.3,1.2,54,Cloudy,No
Ahmedabad,25.8,86,2.4,0.6,26,Sunny,Yes
Bengaluru,29.6,63,12.2,0.3,42,Cloudy,Yes
Pune,32.0,42,13.2,2.2,73,Cloudy,Yes
Delhi,39.5,52,11.2,0.3,22,Sunny,Yes
Jaipur,25.7,72,13.7,0.0,55,Cloudy,Yes
Lucknow,33.7,85,21.4,0.7,61,Cloudy,No
Chennai,42.0,69,21.3,1.8,49,Cloudy,No
Pune,26.9,94,32.1,0.5,76,Overcast,No
Lucknow,40.6,48,30.6,2.4,100,Overcast,No
Delhi,21.9,58,25.3,2.8,56,Cloudy,No
Pune,23.9,40,16.4,0.0,58,Cloudy,Yes
Jaipur,35.6,52,31.2,1.5,89,Overcast,No
Mumbai,18.2,95,24.6,0.0,51,Cloudy,No
Delhi,18.4,42,5.2,1.1,54,Cloudy,No
Bengaluru,36.7,39,5.2,1.6,43,Cloudy,No
Chennai,28.0,72,32.4,5.0,83,Rainy,No
Jaipur,30.9,49,7.1,0.1,22,Sunny,Yes
Bengaluru,27.9,96,7.5,0.3,60,Cloudy,Yes
Lucknow,27.5,31,11.1,8.5,100,Rainy,No
Kolkata,19.1,35,26.2,0.0,26,Sunny,No
Ahmedabad,20.0,88,9.4,1.6,64,Cloudy,No
Delhi,27.2,80,30.9,0.6,82,Overcast,Yes
Lucknow,38.8,57,4.3,1.2,41,Cloudy,No
Mumbai,27.7,49,11.4,0.4,40,Cloudy,Yes
Bengaluru,24.0,83,20.7,0.2,40,Cloudy,No
Jaipur,33.1,54,25.7,9.1,100,Rainy,No
Mumbai,31.1,50,22.8,1.8,54,Cloudy,No
Lucknow,29.2,48,11.4,0.8,73,Cloudy,Yes
Hyderabad,30.3,34,10.8,13.9,100,Rainy,No
Pune,38.5,81,17.8,2.2,64,Cloudy,No
Jaipur,37.9,45,19.0,2.1,49,Cloudy,No
Pune,28.9,73,17.0,1.4,40,Cloudy,Yes
Bengaluru,28.8,31,13.9,0.6,66,Cloudy,Yes
Kolkata,34.3,94,6.7,1.5,54,Cloudy,No
Kolkata,23.6,50,20.0,0.4,40,Cloudy,Yes
Lucknow,23.7,77,4.9,1.9,67,Cloudy,Yes
Ahmedabad,30.8,61,5.2,0.0,26,Sunny,Yes
Lucknow,26.2,78,16.1,0.6,64,Cloudy,Yes
Ahmedabad,41.7,80,16.2,3.1,61,Cloudy,No
Lucknow,29.6,44,6.8,0.0,39,Sunny,Yes
Lucknow,27.1,68,31.1,7.5,58,Rainy,No
Jaipur,38.8,60,17.4,1.8,22,Sunny,No
Ahmedabad,37.7,83,16.6,1.2,34,Sunny,No
Kolkata,30.2,48,9.6,0.0,32,Sunny,Yes
Delhi,27.6,47,31.8,13.8,100,Rainy,No
Ahmedabad,24.0,95,2.7,1.0,60,Cloudy,No
Hyderabad,39.6,49,12.9,0.0,46,Cloudy,Yes
Pune,33.1,60,11.4,2.2,44,Cloudy,Yes
Hyderabad,30.8,66,21.3,0.9,53,Cloudy,Yes
Hyderabad,34.4,67,13.8,0.0,57,Cloudy,Yes
Hyderabad,34.7,70,9.6,4.8,52,Cloudy,No
Lucknow,29.8,34,13.0,1.2,47,Cloudy,Yes
